doj,srcid,destid,final_seatcount
2024-07-28,45,9,3153.0
2024-07-28,9,45,4731.0
2024-07-28,47,5,3255.0
2024-07-28,5,47,3906.0
2024-07-28,46,44,3112.0
2024-07-28,46,35,2016.0
2024-07-28,45,28,2248.0
2024-07-28,35,46,3908.0
2024-07-28,44,46,5304.0
2024-07-28,2,40,1696.0
2024-07-28,11,36,2880.0
2024-07-28,19,32,2008.0
2024-07-28,36,11,1788.0
2024-07-28,28,45,3712.0
2024-07-28,2,30,2556.0
2024-07-28,40,2,2076.0
2024-07-28,30,2,1928.0
2024-07-28,32,19,1852.0
2024-07-28,12,36,3060.0
2024-07-28,47,43,1688.0
2024-07-28,13,23,2936.0
2024-07-28,36,7,1692.0
2024-07-28,43,47,2296.0
2024-07-28,7,36,1844.0
2024-07-28,36,12,1984.0
2024-07-28,46,18,1632.0
2024-07-28,18,46,3108.0
2024-07-28,45,48,1644.0
2024-07-28,45,42,2148.0
2024-07-28,23,25,824.0
2024-07-28,48,45,2592.0
2024-07-28,42,45,2500.0
2024-07-28,2,47,2150.0
2024-07-28,3,45,2348.0
2024-07-28,46,15,1448.0
2024-07-28,45,34,1540.0
2024-07-28,47,2,2220.0
2024-07-28,34,45,2900.0
2024-07-28,47,28,1750.0
2024-07-28,45,3,1228.0
2024-07-28,47,46,1685.0
2024-07-28,2,16,1430.0
2024-07-28,25,23,864.0
2024-07-28,46,26,1890.0
2024-07-28,36,27,964.0
2024-07-28,16,2,2085.0
2024-07-28,23,13,1765.0
2024-07-28,2,31,920.0
2024-07-28,26,46,1995.0
2024-07-28,31,2,1224.0
2024-07-28,15,46,2264.0
2024-07-28,30,14,488.0
2024-07-28,2,19,1400.0
2024-07-28,28,47,2745.0
2024-07-28,47,3,1595.0
2024-07-28,45,5,1490.0
2024-07-28,36,37,129.0
2024-07-28,46,47,1995.0
2024-07-28,5,45,2380.0
2024-07-28,46,20,1450.0
2024-07-28,3,47,1790.0
2024-07-28,20,46,2395.0
2024-07-28,19,2,2020.0
2024-07-28,27,36,1780.0
2024-07-28,14,30,1340.0
2024-07-28,45,39,1248.0
2024-07-28,39,45,3208.0
2024-07-28,36,41,712.0
2024-07-28,2,21,1295.0
2024-07-28,8,47,2140.0
2024-07-28,47,6,1475.0
2024-07-28,41,36,944.0
2024-07-28,2,1,1275.0
2024-07-28,37,36,132.0
2024-07-28,47,30,1550.0
2024-07-28,47,8,1385.0
2024-07-28,22,36,1310.0
2024-07-28,6,47,2120.0
2024-07-28,46,33,1185.0
2024-07-28,45,44,1345.0
2024-07-28,33,46,2540.0
2024-07-28,21,2,1550.0
2024-07-28,36,22,1640.0
2024-07-28,2,14,815.0
2024-07-28,1,2,1400.0
2024-07-28,17,23,2075.0
2024-07-28,4,29,1375.0
2024-07-28,2,24,1010.0
2024-07-28,44,45,1775.0
2024-07-28,47,10,1115.0
2024-07-28,38,36,1565.0
2024-07-28,19,30,1225.0
2024-07-29,45,46,3518.0
2024-07-29,46,45,4252.0
2024-07-29,45,47,3684.0
2024-07-29,47,45,4140.0
2024-07-29,46,9,3135.0
2024-07-29,9,46,4572.0
2024-07-29,46,48,3360.0
2024-07-29,48,46,3903.0
2024-07-29,45,9,2325.0
2024-07-29,9,45,3828.0
2024-07-29,47,5,2652.0
2024-07-29,5,47,3414.0
2024-07-29,46,44,2096.0
2024-07-29,46,35,1532.0
2024-07-29,45,28,1912.0
2024-07-29,35,46,2532.0
2024-07-29,44,46,2432.0
2024-07-29,2,40,1576.0
2024-07-29,11,36,2000.0
2024-07-29,19,32,1940.0
2024-07-29,36,11,1312.0
2024-07-29,28,45,2588.0
2024-07-29,2,30,1928.0
2024-07-29,40,2,1364.0
2024-07-29,30,2,1504.0
2024-07-29,32,19,2312.0
2024-07-29,12,36,1780.0
2024-07-29,47,43,1400.0
2024-07-29,13,23,2776.0
2024-07-29,36,7,1164.0
2024-07-29,43,47,1840.0
2024-07-29,7,36,1276.0
2024-07-29,36,12,1076.0
2024-07-29,46,18,1492.0
2024-07-29,18,46,2136.0
2024-07-29,45,48,1196.0
2024-07-29,45,42,1556.0
2024-07-29,23,25,576.0
2024-07-29,48,45,1960.0
2024-07-29,42,45,1996.0
2024-07-29,2,47,1870.0
2024-07-29,3,45,1780.0
2024-07-29,46,15,1188.0
2024-07-29,45,34,1065.0
2024-07-29,47,2,1790.0
2024-07-29,34,45,1615.0
2024-07-29,47,28,1725.0
2024-07-29,45,3,1080.0
2024-07-29,47,46,1450.0
2024-07-29,2,16,1070.0
2024-07-29,25,23,520.0
2024-07-29,46,26,1705.0
2024-07-29,36,27,836.0
2024-07-29,16,2,1440.0
2024-07-29,23,13,1980.0
2024-07-29,2,31,824.0
2024-07-29,26,46,1735.0
2024-07-29,31,2,1056.0
2024-07-29,15,46,1496.0
2024-07-29,30,14,744.0
2024-07-29,2,19,1000.0
2024-07-29,28,47,2130.0
2024-07-29,47,3,1080.0
2024-07-29,45,5,1395.0
2024-07-29,36,37,117.0
2024-07-29,46,47,1490.0
2024-07-29,5,45,1555.0
2024-07-29,46,20,1255.0
2024-07-29,3,47,1730.0
2024-07-29,20,46,1615.0
2024-07-29,19,2,1435.0
2024-07-29,27,36,1695.0
2024-07-29,14,30,950.0
2024-07-29,45,39,1024.0
2024-07-29,39,45,2028.0
2024-07-29,36,41,640.0
2024-07-29,2,21,1265.0
2024-07-29,8,47,1740.0
2024-07-29,47,6,1180.0
2024-07-29,41,36,1100.0
2024-07-29,2,1,1040.0
2024-07-29,37,36,150.0
2024-07-29,47,30,1245.0
2024-07-29,47,8,980.0
2024-07-29,22,36,1295.0
2024-07-29,6,47,1685.0
2024-07-29,46,33,1025.0
2024-07-29,45,44,990.0
2024-07-29,33,46,1290.0
2024-07-29,21,2,1445.0
2024-07-29,36,22,1210.0
2024-07-29,2,14,805.0
2024-07-29,1,2,1140.0
2024-07-29,17,23,1640.0
2024-07-29,4,29,1695.0
2024-07-29,2,24,735.0
2024-07-29,44,45,1430.0
2024-07-29,47,10,1125.0
2024-07-29,38,36,830.0
2024-07-29,19,30,805.0
2024-07-30,45,46,3274.0
2024-07-30,46,45,3764.0
2024-07-30,45,47,3132.0
2024-07-30,47,45,3282.0
2024-07-30,46,9,3027.0
2024-07-30,9,46,3534.0
2024-07-30,46,48,3204.0
2024-07-30,48,46,2871.0
2024-07-30,45,9,2268.0
2024-07-30,9,45,3057.0
2024-07-30,47,5,2358.0
2024-07-30,5,47,2112.0
2024-07-30,46,44,2292.0
2024-07-30,46,35,1504.0
2024-07-30,45,28,2060.0
2024-07-30,35,46,1780.0
2024-07-30,44,46,1808.0
2024-07-30,2,40,1460.0
2024-07-30,11,36,1984.0
2024-07-30,19,32,1444.0
2024-07-30,36,11,1340.0
2024-07-30,28,45,1972.0
2024-07-30,2,30,1284.0
2024-07-30,40,2,1360.0
2024-07-30,30,2,1144.0
2024-07-30,32,19,1436.0
2024-07-30,12,36,1296.0
2024-07-30,47,43,1532.0
2024-07-30,13,23,1636.0
2024-07-30,36,7,1184.0
2024-07-30,43,47,1224.0
2024-07-30,7,36,1188.0
2024-07-30,36,12,1068.0
2024-07-30,46,18,1304.0
2024-07-30,18,46,1604.0
2024-07-30,45,48,1144.0
2024-07-30,45,42,1224.0
2024-07-30,23,25,632.0
2024-07-30,48,45,1332.0
2024-07-30,42,45,1812.0
2024-07-30,2,47,1535.0
2024-07-30,3,45,1280.0
2024-07-30,46,15,1264.0
2024-07-30,45,34,960.0
2024-07-30,47,2,1865.0
2024-07-30,34,45,1275.0
2024-07-30,47,28,1435.0
2024-07-30,45,3,1320.0
2024-07-30,47,46,1210.0
2024-07-30,2,16,885.0
2024-07-30,25,23,492.0
2024-07-30,46,26,1225.0
2024-07-30,36,27,972.0
2024-07-30,16,2,1070.0
2024-07-30,23,13,1220.0
2024-07-30,2,31,880.0
2024-07-30,26,46,1525.0
2024-07-30,31,2,772.0
2024-07-30,15,46,1356.0
2024-07-30,30,14,804.0
2024-07-30,2,19,975.0
2024-07-30,28,47,1715.0
2024-07-30,47,3,1340.0
2024-07-30,45,5,1545.0
2024-07-30,36,37,69.0
2024-07-30,46,47,1285.0
2024-07-30,5,45,1425.0
2024-07-30,46,20,1180.0
2024-07-30,3,47,1310.0
2024-07-30,20,46,1050.0
2024-07-30,19,2,1605.0
2024-07-30,27,36,1490.0
2024-07-30,14,30,865.0
2024-07-30,45,39,984.0
2024-07-30,39,45,1316.0
2024-07-30,36,41,388.0
2024-07-30,2,21,985.0
2024-07-30,8,47,1240.0
2024-07-30,47,6,1200.0
2024-07-30,41,36,876.0
2024-07-30,2,1,1000.0
2024-07-30,37,36,88.0
2024-07-30,47,30,1240.0
2024-07-30,47,8,1105.0
2024-07-30,22,36,780.0
2024-07-30,6,47,1200.0
2024-07-30,46,33,800.0
2024-07-30,45,44,1110.0
2024-07-30,33,46,850.0
2024-07-30,21,2,1275.0
2024-07-30,36,22,1055.0
2024-07-30,2,14,820.0
2024-07-30,1,2,1135.0
2024-07-30,17,23,1575.0
2024-07-30,4,29,1160.0
2024-07-30,2,24,930.0
2024-07-30,44,45,1210.0
2024-07-30,47,10,1080.0
2024-07-30,38,36,675.0
2024-07-30,19,30,715.0
2024-07-31,45,46,3354.0
2024-07-31,46,45,3606.0
2024-07-31,45,47,3784.0
2024-07-31,47,45,3610.0
2024-07-31,46,9,4338.0
2024-07-31,9,46,3357.0
2024-07-31,46,48,3984.0
2024-07-31,48,46,2997.0
2024-07-31,45,9,3267.0
2024-07-31,9,45,2598.0
2024-07-31,47,5,3813.0
2024-07-31,5,47,2271.0
2024-07-31,46,44,3032.0
2024-07-31,46,35,2144.0
2024-07-31,45,28,2540.0
2024-07-31,35,46,1640.0
2024-07-31,44,46,1892.0
2024-07-31,2,40,1448.0
2024-07-31,11,36,2024.0
2024-07-31,19,32,1368.0
2024-07-31,36,11,1448.0
2024-07-31,28,45,2124.0
2024-07-31,2,30,1248.0
2024-07-31,40,2,1500.0
2024-07-31,30,2,964.0
2024-07-31,32,19,1176.0
2024-07-31,12,36,1516.0
2024-07-31,47,43,1576.0
2024-07-31,13,23,1568.0
2024-07-31,36,7,1340.0
2024-07-31,43,47,1468.0
2024-07-31,7,36,1040.0
2024-07-31,36,12,1272.0
2024-07-31,46,18,1708.0
2024-07-31,18,46,1512.0
2024-07-31,45,48,1564.0
2024-07-31,45,42,1552.0
2024-07-31,23,25,728.0
2024-07-31,48,45,1200.0
2024-07-31,42,45,1368.0
2024-07-31,2,47,1780.0
2024-07-31,3,45,1404.0
2024-07-31,46,15,1440.0
2024-07-31,45,34,1175.0
2024-07-31,47,2,1535.0
2024-07-31,34,45,945.0
2024-07-31,47,28,2010.0
2024-07-31,45,3,2040.0
2024-07-31,47,46,1460.0
2024-07-31,2,16,1295.0
2024-07-31,25,23,612.0
2024-07-31,46,26,1355.0
2024-07-31,36,27,896.0
2024-07-31,16,2,1365.0
2024-07-31,23,13,1325.0
2024-07-31,2,31,1060.0
2024-07-31,26,46,1445.0
2024-07-31,31,2,716.0
2024-07-31,15,46,1204.0
2024-07-31,30,14,932.0
2024-07-31,2,19,1215.0
2024-07-31,28,47,1810.0
2024-07-31,47,3,1525.0
2024-07-31,45,5,1745.0
2024-07-31,36,37,162.0
2024-07-31,46,47,1305.0
2024-07-31,5,45,1655.0
2024-07-31,46,20,1550.0
2024-07-31,3,47,1300.0
2024-07-31,20,46,1340.0
2024-07-31,19,2,1345.0
2024-07-31,27,36,1535.0
2024-07-31,14,30,970.0
2024-07-31,45,39,1320.0
2024-07-31,39,45,884.0
2024-07-31,36,41,788.0
2024-07-31,2,21,1400.0
2024-07-31,8,47,1055.0
2024-07-31,47,6,2260.0
2024-07-31,41,36,776.0
2024-07-31,2,1,1155.0
2024-07-31,37,36,82.0
2024-07-31,47,30,1130.0
2024-07-31,47,8,1615.0
2024-07-31,22,36,970.0
2024-07-31,6,47,1220.0
2024-07-31,46,33,1170.0
2024-07-31,45,44,1235.0
2024-07-31,33,46,1010.0
2024-07-31,21,2,1280.0
2024-07-31,36,22,830.0
2024-07-31,2,14,1065.0
2024-07-31,1,2,1060.0
2024-07-31,17,23,1220.0
2024-07-31,4,29,1340.0
2024-07-31,2,24,1045.0
2024-07-31,44,45,1035.0
2024-07-31,47,10,1475.0
2024-07-31,38,36,800.0
2024-07-31,19,30,835.0
2024-08-01,45,46,4222.0
2024-08-01,46,45,3178.0
2024-08-01,45,47,3850.0
2024-08-01,47,45,3758.0
2024-08-01,46,9,5334.0
2024-08-01,9,46,3075.0
2024-08-01,46,48,5391.0
2024-08-01,48,46,2319.0
2024-08-01,45,9,3696.0
2024-08-01,9,45,2259.0
2024-08-01,47,5,2853.0
2024-08-01,5,47,2370.0
2024-08-01,46,44,3696.0
2024-08-01,46,35,3148.0
2024-08-01,45,28,2636.0
2024-08-01,35,46,1128.0
2024-08-01,44,46,1516.0
2024-08-01,2,40,1416.0
2024-08-01,11,36,1468.0
2024-08-01,19,32,1720.0
2024-08-01,36,11,1752.0
2024-08-01,28,45,1692.0
2024-08-01,2,30,1432.0
2024-08-01,40,2,1548.0
2024-08-01,30,2,1012.0
2024-08-01,32,19,1436.0
2024-08-01,12,36,1376.0
2024-08-01,47,43,1800.0
2024-08-01,13,23,1572.0
2024-08-01,36,7,1704.0
2024-08-01,43,47,1644.0
2024-08-01,7,36,1068.0
2024-08-01,36,12,1248.0
2024-08-01,46,18,1916.0
2024-08-01,18,46,1340.0
2024-08-01,45,48,2168.0
2024-08-01,45,42,1364.0
2024-08-01,23,25,660.0
2024-08-01,48,45,1092.0
2024-08-01,42,45,1000.0
2024-08-01,2,47,1520.0
2024-08-01,3,45,1300.0
2024-08-01,46,15,1784.0
2024-08-01,45,34,1250.0
2024-08-01,47,2,1855.0
2024-08-01,34,45,910.0
2024-08-01,47,28,2405.0
2024-08-01,45,3,1640.0
2024-08-01,47,46,1450.0
2024-08-01,2,16,1340.0
2024-08-01,25,23,500.0
2024-08-01,46,26,1650.0
2024-08-01,36,27,932.0
2024-08-01,16,2,1125.0
2024-08-01,23,13,1185.0
2024-08-01,2,31,1180.0
2024-08-01,26,46,1495.0
2024-08-01,31,2,596.0
2024-08-01,15,46,1048.0
2024-08-01,30,14,1340.0
2024-08-01,2,19,1320.0
2024-08-01,28,47,1445.0
2024-08-01,47,3,1705.0
2024-08-01,45,5,1735.0
2024-08-01,36,37,120.0
2024-08-01,46,47,1270.0
2024-08-01,5,45,1295.0
2024-08-01,46,20,2225.0
2024-08-01,3,47,1330.0
2024-08-01,20,46,1010.0
2024-08-01,19,2,1455.0
2024-08-01,27,36,1225.0
2024-08-01,14,30,905.0
2024-08-01,45,39,2000.0
2024-08-01,39,45,916.0
2024-08-01,36,41,724.0
2024-08-01,2,21,1100.0
2024-08-01,8,47,1295.0
2024-08-01,47,6,1730.0
2024-08-01,41,36,512.0
2024-08-01,2,1,1235.0
2024-08-01,37,36,104.0
2024-08-01,47,30,1420.0
2024-08-01,47,8,1390.0
2024-08-01,22,36,785.0
2024-08-01,6,47,1235.0
2024-08-01,46,33,1725.0
2024-08-01,45,44,1775.0
2024-08-01,33,46,695.0
2024-08-01,21,2,840.0
2024-08-01,36,22,915.0
2024-08-01,2,14,1070.0
2024-08-01,1,2,955.0
2024-08-01,17,23,1195.0
2024-08-01,4,29,1215.0
2024-08-01,2,24,830.0
2024-08-01,44,45,690.0
2024-08-01,47,10,1305.0
2024-08-01,38,36,610.0
2024-08-01,19,30,705.0
2024-08-02,45,46,5168.0
2024-08-02,46,45,4294.0
2024-08-02,45,47,5476.0
2024-08-02,47,45,4194.0
2024-08-02,46,9,6954.0
2024-08-02,9,46,4311.0
2024-08-02,46,48,6576.0
2024-08-02,48,46,3081.0
2024-08-02,45,9,4710.0
2024-08-02,9,45,2997.0
2024-08-02,47,5,3723.0
2024-08-02,5,47,2322.0
2024-08-02,46,44,6420.0
2024-08-02,46,35,5800.0
2024-08-02,45,28,4984.0
2024-08-02,35,46,1756.0
2024-08-02,44,46,2116.0
2024-08-02,2,40,1832.0
2024-08-02,11,36,1948.0
2024-08-02,19,32,2364.0
2024-08-02,36,11,1888.0
2024-08-02,28,45,1444.0
2024-08-02,2,30,2088.0
2024-08-02,40,2,1664.0
2024-08-02,30,2,1796.0
2024-08-02,32,19,1788.0
2024-08-02,12,36,1428.0
2024-08-02,47,43,2704.0
2024-08-02,13,23,1924.0
2024-08-02,36,7,2112.0
2024-08-02,43,47,1660.0
2024-08-02,7,36,1064.0
2024-08-02,36,12,2060.0
2024-08-02,46,18,3024.0
2024-08-02,18,46,1356.0
2024-08-02,45,48,2620.0
2024-08-02,45,42,1728.0
2024-08-02,23,25,716.0
2024-08-02,48,45,1216.0
2024-08-02,42,45,1284.0
2024-08-02,2,47,2165.0
2024-08-02,3,45,1272.0
2024-08-02,46,15,2412.0
2024-08-02,45,34,1675.0
2024-08-02,47,2,2040.0
2024-08-02,34,45,1195.0
2024-08-02,47,28,2550.0
2024-08-02,45,3,1860.0
2024-08-02,47,46,1675.0
2024-08-02,2,16,1925.0
2024-08-02,25,23,700.0
2024-08-02,46,26,1865.0
2024-08-02,36,27,1064.0
2024-08-02,16,2,1205.0
2024-08-02,23,13,2210.0
2024-08-02,2,31,1452.0
2024-08-02,26,46,1970.0
2024-08-02,31,2,912.0
2024-08-02,15,46,1104.0
2024-08-02,30,14,1400.0
2024-08-02,2,19,1645.0
2024-08-02,28,47,1675.0
2024-08-02,47,3,1670.0
2024-08-02,45,5,2205.0
2024-08-02,36,37,105.0
2024-08-02,46,47,1780.0
2024-08-02,5,45,1345.0
2024-08-02,46,20,3245.0
2024-08-02,3,47,1085.0
2024-08-02,20,46,1400.0
2024-08-02,19,2,1365.0
2024-08-02,27,36,1355.0
2024-08-02,14,30,825.0
2024-08-02,45,39,2240.0
2024-08-02,39,45,1160.0
2024-08-02,36,41,704.0
2024-08-02,2,21,1470.0
2024-08-02,8,47,1420.0
2024-08-02,47,6,1745.0
2024-08-02,41,36,600.0
2024-08-02,2,1,1140.0
2024-08-02,37,36,72.0
2024-08-02,47,30,1470.0
2024-08-02,47,8,2015.0
2024-08-02,22,36,1425.0
2024-08-02,6,47,1300.0
2024-08-02,46,33,2775.0
2024-08-02,45,44,2955.0
2024-08-02,33,46,910.0
2024-08-02,21,2,900.0
2024-08-02,36,22,1255.0
2024-08-02,2,14,1515.0
2024-08-02,1,2,1125.0
2024-08-02,17,23,900.0
2024-08-02,4,29,1515.0
2024-08-02,2,24,1020.0
2024-08-02,44,45,1140.0
2024-08-02,47,10,1250.0
2024-08-02,38,36,625.0
2024-08-02,19,30,690.0
2024-08-03,45,46,3664.0
2024-08-03,46,45,3248.0
2024-08-03,45,47,3334.0
2024-08-03,47,45,3668.0
2024-08-03,46,9,3828.0
2024-08-03,9,46,3732.0
2024-08-03,46,48,4428.0
2024-08-03,48,46,3663.0
2024-08-03,45,9,2949.0
2024-08-03,9,45,2712.0
2024-08-03,47,5,3249.0
2024-08-03,5,47,2550.0
2024-08-03,46,44,3652.0
2024-08-03,46,35,3140.0
2024-08-03,45,28,2972.0
2024-08-03,35,46,1716.0
2024-08-03,44,46,2652.0
2024-08-03,2,40,1736.0
2024-08-03,11,36,2168.0
2024-08-03,19,32,2628.0
2024-08-03,36,11,1508.0
2024-08-03,28,45,2248.0
2024-08-03,2,30,2300.0
2024-08-03,40,2,2168.0
2024-08-03,30,2,2056.0
2024-08-03,32,19,1936.0
2024-08-03,12,36,1540.0
2024-08-03,47,43,1384.0
2024-08-03,13,23,2072.0
2024-08-03,36,7,2160.0
2024-08-03,43,47,1692.0
2024-08-03,7,36,1552.0
2024-08-03,36,12,1404.0
2024-08-03,46,18,2432.0
2024-08-03,18,46,1972.0
2024-08-03,45,48,1904.0
2024-08-03,45,42,1256.0
2024-08-03,23,25,632.0
2024-08-03,48,45,1456.0
2024-08-03,42,45,1292.0
2024-08-03,2,47,1290.0
2024-08-03,3,45,1388.0
2024-08-03,46,15,2032.0
2024-08-03,45,34,1250.0
2024-08-03,47,2,1320.0
2024-08-03,34,45,1125.0
2024-08-03,47,28,2260.0
2024-08-03,45,3,1388.0
2024-08-03,47,46,1265.0
2024-08-03,2,16,1175.0
2024-08-03,25,23,756.0
2024-08-03,46,26,1460.0
2024-08-03,36,27,1080.0
2024-08-03,16,2,1170.0
2024-08-03,23,13,2040.0
2024-08-03,2,31,780.0
2024-08-03,26,46,2025.0
2024-08-03,31,2,948.0
2024-08-03,15,46,1424.0
2024-08-03,30,14,1108.0
2024-08-03,2,19,1475.0
2024-08-03,28,47,1950.0
2024-08-03,47,3,1455.0
2024-08-03,45,5,1705.0
2024-08-03,36,37,135.0
2024-08-03,46,47,1060.0
2024-08-03,5,45,1790.0
2024-08-03,46,20,2230.0
2024-08-03,3,47,1020.0
2024-08-03,20,46,1455.0
2024-08-03,19,2,1605.0
2024-08-03,27,36,1380.0
2024-08-03,14,30,1350.0
2024-08-03,45,39,1692.0
2024-08-03,39,45,1200.0
2024-08-03,36,41,520.0
2024-08-03,2,21,1235.0
2024-08-03,8,47,1100.0
2024-08-03,47,6,1310.0
2024-08-03,41,36,760.0
2024-08-03,2,1,990.0
2024-08-03,37,36,112.0
2024-08-03,47,30,1285.0
2024-08-03,47,8,1270.0
2024-08-03,22,36,1545.0
2024-08-03,6,47,1190.0
2024-08-03,46,33,1460.0
2024-08-03,45,44,1330.0
2024-08-03,33,46,1075.0
2024-08-03,21,2,865.0
2024-08-03,36,22,1370.0
2024-08-03,2,14,1445.0
2024-08-03,1,2,1240.0
2024-08-03,17,23,1395.0
2024-08-03,4,29,1370.0
2024-08-03,2,24,920.0
2024-08-03,44,45,2265.0
2024-08-03,47,10,1030.0
2024-08-03,38,36,930.0
2024-08-03,19,30,1140.0
2024-08-04,45,46,5210.0
2024-08-04,46,45,6026.0
2024-08-04,45,47,4346.0
2024-08-04,47,45,5282.0
2024-08-04,46,9,5073.0
2024-08-04,9,46,7596.0
2024-08-04,46,48,4314.0
2024-08-04,48,46,6579.0
2024-08-04,45,9,3093.0
2024-08-04,9,45,5085.0
2024-08-04,47,5,3435.0
2024-08-04,5,47,4062.0
2024-08-04,46,44,3324.0
2024-08-04,46,35,2388.0
2024-08-04,45,28,2044.0
2024-08-04,35,46,5624.0
2024-08-04,44,46,6076.0
2024-08-04,2,40,1804.0
2024-08-04,11,36,2816.0
2024-08-04,19,32,2212.0
2024-08-04,36,11,1792.0
2024-08-04,28,45,4080.0
2024-08-04,2,30,2800.0
2024-08-04,40,2,1840.0
2024-08-04,30,2,2164.0
2024-08-04,32,19,1952.0
2024-08-04,12,36,3088.0
2024-08-04,47,43,1712.0
2024-08-04,13,23,3100.0
2024-08-04,36,7,2468.0
2024-08-04,43,47,2016.0
2024-08-04,7,36,2240.0
2024-08-04,36,12,1696.0
2024-08-04,46,18,1616.0
2024-08-04,18,46,3352.0
2024-08-04,45,48,1512.0
2024-08-04,45,42,1424.0
2024-08-04,23,25,712.0
2024-08-04,48,45,2652.0
2024-08-04,42,45,1852.0
2024-08-04,2,47,2315.0
2024-08-04,3,45,2048.0
2024-08-04,46,15,1624.0
2024-08-04,45,34,1275.0
2024-08-04,47,2,1865.0
2024-08-04,34,45,2155.0
2024-08-04,47,28,1585.0
2024-08-04,45,3,1180.0
2024-08-04,47,46,1865.0
2024-08-04,2,16,1525.0
2024-08-04,25,23,692.0
2024-08-04,46,26,1945.0
2024-08-04,36,27,836.0
2024-08-04,16,2,2010.0
2024-08-04,23,13,1655.0
2024-08-04,2,31,900.0
2024-08-04,26,46,2130.0
2024-08-04,31,2,1516.0
2024-08-04,15,46,2336.0
2024-08-04,30,14,908.0
2024-08-04,2,19,1675.0
2024-08-04,28,47,3020.0
2024-08-04,47,3,1270.0
2024-08-04,45,5,1510.0
2024-08-04,36,37,90.0
2024-08-04,46,47,2105.0
2024-08-04,5,45,2180.0
2024-08-04,46,20,1795.0
2024-08-04,3,47,1890.0
2024-08-04,20,46,2455.0
2024-08-04,19,2,2020.0
2024-08-04,27,36,1675.0
2024-08-04,14,30,2210.0
2024-08-04,45,39,1412.0
2024-08-04,39,45,2820.0
2024-08-04,36,41,428.0
2024-08-04,2,21,1255.0
2024-08-04,8,47,2470.0
2024-08-04,47,6,1255.0
2024-08-04,41,36,312.0
2024-08-04,2,1,1155.0
2024-08-04,37,36,134.0
2024-08-04,47,30,1305.0
2024-08-04,47,8,1330.0
2024-08-04,22,36,1660.0
2024-08-04,6,47,1850.0
2024-08-04,46,33,1185.0
2024-08-04,45,44,1205.0
2024-08-04,33,46,3150.0
2024-08-04,21,2,1480.0
2024-08-04,36,22,1545.0
2024-08-04,2,14,1125.0
2024-08-04,1,2,1110.0
2024-08-04,17,23,1900.0
2024-08-04,4,29,1350.0
2024-08-04,2,24,895.0
2024-08-04,44,45,2750.0
2024-08-04,47,10,1130.0
2024-08-04,38,36,1480.0
2024-08-04,19,30,1295.0
2024-08-05,45,46,3500.0
2024-08-05,46,45,4300.0
2024-08-05,45,47,3834.0
2024-08-05,47,45,3932.0
2024-08-05,46,9,3381.0
2024-08-05,9,46,5079.0
2024-08-05,46,48,3483.0
2024-08-05,48,46,4422.0
2024-08-05,45,9,2121.0
2024-08-05,9,45,4026.0
2024-08-05,47,5,3039.0
2024-08-05,5,47,3174.0
2024-08-05,46,44,2520.0
2024-08-05,46,35,2024.0
2024-08-05,45,28,1708.0
2024-08-05,35,46,3092.0
2024-08-05,44,46,3344.0
2024-08-05,2,40,1520.0
2024-08-05,11,36,1960.0
2024-08-05,19,32,2172.0
2024-08-05,36,11,1532.0
2024-08-05,28,45,2388.0
2024-08-05,2,30,1816.0
2024-08-05,40,2,1660.0
2024-08-05,30,2,1580.0
2024-08-05,32,19,2408.0
2024-08-05,12,36,1820.0
2024-08-05,47,43,1844.0
2024-08-05,13,23,2628.0
2024-08-05,36,7,1584.0
2024-08-05,43,47,2112.0
2024-08-05,7,36,1532.0
2024-08-05,36,12,1392.0
2024-08-05,46,18,1748.0
2024-08-05,18,46,2368.0
2024-08-05,45,48,1296.0
2024-08-05,45,42,1300.0
2024-08-05,23,25,588.0
2024-08-05,48,45,2404.0
2024-08-05,42,45,1316.0
2024-08-05,2,47,1540.0
2024-08-05,3,45,1876.0
2024-08-05,46,15,1388.0
2024-08-05,45,34,1020.0
2024-08-05,47,2,1295.0
2024-08-05,34,45,1375.0
2024-08-05,47,28,1980.0
2024-08-05,45,3,1164.0
2024-08-05,47,46,1390.0
2024-08-05,2,16,1255.0
2024-08-05,25,23,616.0
2024-08-05,46,26,1755.0
2024-08-05,36,27,956.0
2024-08-05,16,2,1530.0
2024-08-05,23,13,1650.0
2024-08-05,2,31,912.0
2024-08-05,26,46,1730.0
2024-08-05,31,2,1044.0
2024-08-05,15,46,1792.0
2024-08-05,30,14,1080.0
2024-08-05,2,19,1230.0
2024-08-05,28,47,2110.0
2024-08-05,47,3,1425.0
2024-08-05,45,5,1375.0
2024-08-05,36,37,102.0
2024-08-05,46,47,1435.0
2024-08-05,5,45,1575.0
2024-08-05,46,20,1645.0
2024-08-05,3,47,1445.0
2024-08-05,20,46,2575.0
2024-08-05,19,2,1100.0
2024-08-05,27,36,1385.0
2024-08-05,14,30,1755.0
2024-08-05,45,39,980.0
2024-08-05,39,45,2100.0
2024-08-05,36,41,420.0
2024-08-05,2,21,1155.0
2024-08-05,8,47,1870.0
2024-08-05,47,6,1555.0
2024-08-05,41,36,252.0
2024-08-05,2,1,1230.0
2024-08-05,37,36,110.0
2024-08-05,47,30,1290.0
2024-08-05,47,8,1495.0
2024-08-05,22,36,1140.0
2024-08-05,6,47,1480.0
2024-08-05,46,33,885.0
2024-08-05,45,44,1185.0
2024-08-05,33,46,1720.0
2024-08-05,21,2,1095.0
